Date,Festival,Product_Category,Sub_Category,Actual Price,Discount Price,Discount (%),Profit,Sales_Quantity,Age,Gender,Location,Review Rating,Previous Purchases,Frequency Of Purchases,Income,Browsing Time,Frequency,Festival Day Type
2024-11-30,Normal Days,Accessories,Sunglasses,95,67,29.47,28,10,47,Male,Indiana,4.3,15,Weekly,119657,6,Low,Non-Festival Day
2024-05-13,Normal Days,Footwear,Sneakers,103,61,40.78,42,7,61,Male,Colorado,3.0,33,Weekly,30975,5,Low,Non-Festival Day
2024-04-27,Normal Days,Outerwear,Jacket,114,75,34.21,39,9,60,Male,Colorado,3.5,30,Quarterly,31023,16,Low,Non-Festival Day
2024-04-03,Normal Days,Clothing,Skirt,124,90,27.42,34,10,69,Male,North Carolina,3.6,23,Monthly,41447,26,Low,Non-Festival Day
2024-03-02,Normal Days,Clothing,Sweater,75,40,46.67,35,8,58,Male,Washington,3.8,2,Weekly,110469,17,Low,Non-Festival Day
2024-07-12,Normal Days,Clothing,T-shirt,99,90,9.09,9,2,34,Male,Florida,3.6,50,Every 3 Months,145899,14,Low,Non-Festival Day
2024-11-30,Normal Days,Accessories,Belt,68,20,70.59,48,8,20,Male,Washington,4.6,34,Bi-Weekly,43959,21,Low,Non-Festival Day
2024-07-21,Back to School Sales,Accessories,Gloves,58,40,31.03,18,14,56,Male,Colorado,2.5,33,Weekly,86203,72,High,Festival Day
2024-01-26,Normal Days,Accessories,Hat,48,33,31.25,15,6,64,Male,New Hampshire,3.5,34,Monthly,139156,9,Low,Non-Festival Day
2024-06-21,Normal Days,Footwear,Boots,111,98,11.71,13,8,56,Male,Maryland,4.0,39,Every 3 Months,49703,29,Low,Non-Festival Day
2024-10-26,Normal Days,Accessories,Belt,80,42,47.5,38,5,27,Male,Maryland,3.5,47,Quarterly,29337,13,Low,Non-Festival Day
2024-05-12,Motherâ€™s Day,Outerwear,Coat,78,62,20.51,16,8,35,Male,Texas,3.2,37,Monthly,66427,42,High,Festival Day
2024-11-21,Normal Days,Accessories,Hat,84,45,46.43,39,6,24,Male,New Mexico,3.5,40,Bi-Weekly,141507,24,Low,Non-Festival Day
2024-04-27,Normal Days,Footwear,Shoes,117,78,33.33,39,11,26,Male,Utah,3.4,8,Bi-Weekly,81529,27,Low,Non-Festival Day
2024-11-19,Normal Days,Accessories,Handbag,85,80,5.88,5,2,32,Male,West Virginia,5.0,12,Annually,122023,15,Low,Non-Festival Day
2024-10-01,Normal Days,Accessories,Scarf,140,96,31.43,44,10,54,Male,Connecticut,4.5,36,Monthly,104665,27,Low,Non-Festival Day
2024-07-30,Back to School Sales,Accessories,Handbag,73,47,35.62,26,11,62,Male,West Virginia,2.8,48,Weekly,125787,33,High,Festival Day
2024-08-12,Back to School Sales,Clothing,Pants,117,84,28.21,33,11,50,Male,Ohio,4.9,47,Fortnightly,51921,50,High,Festival Day
2024-01-20,Normal Days,Footwear,Shoes,43,31,27.91,12,3,70,Male,Texas,3.1,2,Monthly,53307,15,Low,Non-Festival Day
2024-04-22,Normal Days,Accessories,Sunglasses,78,63,19.23,15,6,48,Male,Washington,4.8,24,Weekly,47355,13,Low,Non-Festival Day
2024-05-19,Normal Days,Clothing,Shorts,142,97,31.69,45,10,20,Male,Wisconsin,2.7,40,Bi-Weekly,123268,11,Low,Non-Festival Day
2024-02-16,Normal Days,Outerwear,Jacket,140,99,29.29,41,10,46,Male,Louisiana,4.6,50,Weekly,147016,20,Low,Non-Festival Day
2024-01-01,Normal Days,Footwear,Sandals,108,90,16.67,18,4,51,Male,Iowa,4.4,25,Weekly,24835,27,Low,Non-Festival Day
2024-03-30,Easter Sales,Footwear,Shoes,102,68,33.33,34,14,53,Male,New York,3.2,20,Monthly,40159,87,High,Festival Day
2024-05-21,Normal Days,Accessories,Jewelry,119,80,32.77,39,7,44,Male,Idaho,3.0,10,Weekly,124346,27,Low,Non-Festival Day
2024-11-15,Normal Days,Footwear,Sandals,116,91,21.55,25,7,29,Male,Delaware,4.9,32,Quarterly,67605,29,Low,Non-Festival Day
2024-02-07,Normal Days,Clothing,Pants,71,30,57.75,41,10,64,Male,Kentucky,3.6,31,Fortnightly,141790,9,Low,Non-Festival Day
2024-10-19,Normal Days,Footwear,Shoes,99,90,9.09,9,6,51,Male,Connecticut,3.8,48,Bi-Weekly,125616,10,Low,Non-Festival Day
2024-05-18,Normal Days,Clothing,Socks,51,28,45.1,23,9,50,Male,New Mexico,2.9,23,Monthly,58088,23,Low,Non-Festival Day
2024-12-21,Christmas Sales,Clothing,Socks,64,46,28.12,18,7,43,Male,Georgia,3.9,1,Bi-Weekly,98752,30,High,Festival Day
2024-11-28,Normal Days,Clothing,Dress,90,60,33.33,30,6,61,Male,Washington,3.6,4,Fortnightly,75284,20,Low,Non-Festival Day
2024-09-15,Normal Days,Footwear,Shoes,67,59,11.94,8,5,55,Male,North Dakota,3.5,3,Bi-Weekly,77043,22,Low,Non-Festival Day
2024-06-09,Normal Days,Accessories,Hat,97,68,29.9,29,10,56,Male,Ohio,4.0,3,Bi-Weekly,145388,28,Low,Non-Festival Day
2024-06-26,Normal Days,Accessories,Backpack,128,79,38.28,49,5,33,Male,Tennessee,4.8,44,Annually,55547,17,Low,Non-Festival Day
2024-01-10,Normal Days,Accessories,Backpack,140,94,32.86,46,8,43,Male,New York,3.9,5,Bi-Weekly,117007,5,Low,Non-Festival Day
2024-09-17,Normal Days,Clothing,Pants,112,83,25.89,29,5,21,Male,Michigan,4.5,50,Quarterly,102844,14,Low,Non-Festival Day
2024-05-17,Normal Days,Accessories,Gloves,84,62,26.19,22,6,58,Male,Georgia,4.8,2,Annually,47532,11,Low,Non-Festival Day
2024-06-20,Normal Days,Accessories,Scarf,129,85,34.11,44,11,41,Male,New Mexico,2.6,29,Annually,54349,9,Low,Non-Festival Day
2024-01-13,Normal Days,Clothing,Hoodie,42,30,28.57,12,6,39,Male,Louisiana,3.1,11,Annually,142402,17,Low,Non-Festival Day
2024-06-16,Fatherâ€™s Day,Clothing,Jeans,67,24,64.18,43,18,54,Male,South Dakota,4.7,37,Fortnightly,138012,51,High,Festival Day
2024-05-09,Normal Days,Accessories,Backpack,69,25,63.77,44,8,43,Male,Montana,2.9,32,Fortnightly,65445,20,Low,Non-Festival Day
2024-03-24,Normal Days,Footwear,Sandals,55,37,32.73,18,8,28,Male,New Mexico,3.8,27,Annually,25713,28,Low,Non-Festival Day
2024-11-16,Normal Days,Accessories,Belt,105,69,34.29,36,4,59,Male,South Carolina,3.8,31,Bi-Weekly,76178,24,Low,Non-Festival Day
2024-11-14,Normal Days,Footwear,Shoes,139,97,30.22,42,5,28,Male,Ohio,3.0,36,Fortnightly,69407,26,Low,Non-Festival Day
2024-04-10,Normal Days,Accessories,Gloves,61,24,60.66,37,7,68,Male,North Carolina,4.1,34,Weekly,90340,18,Low,Non-Festival Day
2024-11-24,Normal Days,Accessories,Belt,57,30,47.37,27,3,20,Male,Idaho,3.4,15,Every 3 Months,70990,15,Low,Non-Festival Day
2024-09-29,Normal Days,Outerwear,Jacket,72,53,26.39,19,8,21,Male,Oklahoma,2.5,14,Annually,95672,23,Low,Non-Festival Day
2024-09-21,Normal Days,Clothing,Dress,107,70,34.58,37,10,50,Male,Georgia,4.9,46,Weekly,149473,27,Low,Non-Festival Day
2024-02-07,Normal Days,Clothing,Shirt,105,76,27.62,29,4,32,Male,Kentucky,2.8,33,Bi-Weekly,85545,6,Low,Non-Festival Day
2024-04-03,Normal Days,Accessories,Scarf,116,95,18.1,21,6,24,Male,Delaware,4.5,41,Annually,104791,12,Low,Non-Festival Day
2024-04-04,Normal Days,Outerwear,Coat,88,51,42.05,37,6,55,Male,Massachusetts,4.9,39,Weekly,78141,17,Low,Non-Festival Day
2024-10-31,Halloween,Accessories,Handbag,47,41,12.77,6,9,61,Male,Nebraska,4.9,7,Annually,43793,68,High,Festival Day
2024-03-09,Normal Days,Accessories,Sunglasses,89,71,20.22,18,4,61,Male,Maine,3.5,29,Every 3 Months,76570,16,Low,Non-Festival Day
2024-11-13,Normal Days,Clothing,T-shirt,110,66,40.0,44,5,28,Male,Pennsylvania,3.5,18,Quarterly,115084,12,Low,Non-Festival Day
2024-08-23,Normal Days,Clothing,Shirt,128,84,34.38,44,11,60,Male,Nebraska,4.9,15,Annually,57892,20,Low,Non-Festival Day
2024-11-29,Black Friday,Accessories,Handbag,138,95,31.16,43,9,49,Male,Virginia,3.0,39,Bi-Weekly,21015,79,High,Festival Day
2024-05-16,Normal Days,Accessories,Jewelry,100,90,10.0,10,2,33,Male,Ohio,2.8,11,Monthly,144704,23,Low,Non-Festival Day
2024-03-16,Normal Days,Clothing,Hoodie,46,36,21.74,10,6,45,Male,Nebraska,3.7,4,Fortnightly,81813,8,Low,Non-Festival Day
2024-02-04,Normal Days,Accessories,Gloves,29,22,24.14,7,7,29,Male,Ohio,3.6,33,Bi-Weekly,47712,29,Low,Non-Festival Day
2024-01-01,Normal Days,Outerwear,Coat,100,89,11.0,11,2,58,Male,Kentucky,3.3,37,Quarterly,120497,16,Low,Non-Festival Day
2024-10-22,Normal Days,Footwear,Sandals,62,50,19.35,12,2,22,Male,Tennessee,3.4,32,Quarterly,28415,20,Low,Non-Festival Day
2024-11-15,Normal Days,Footwear,Boots,82,36,56.1,46,7,55,Male,Maine,4.0,44,Quarterly,131854,25,Low,Non-Festival Day
2024-02-29,Normal Days,Clothing,Pants,71,52,26.76,19,8,19,Male,Montana,4.6,41,Quarterly,132816,26,Low,Non-Festival Day
2024-11-15,Normal Days,Clothing,Socks,62,29,53.23,33,7,68,Male,Maryland,4.2,44,Weekly,148778,21,Low,Non-Festival Day
2024-12-14,Normal Days,Clothing,Blouse,126,89,29.37,37,4,61,Male,Georgia,2.8,32,Annually,82292,8,Low,Non-Festival Day
2024-11-23,Normal Days,Accessories,Handbag,81,47,41.98,34,6,68,Male,Hawaii,3.7,13,Monthly,43833,24,Low,Non-Festival Day
2024-09-23,Normal Days,Accessories,Jewelry,68,25,63.24,43,6,52,Male,Rhode Island,3.4,48,Quarterly,24158,28,Low,Non-Festival Day
2024-12-26,Year-End Clearance,Clothing,Pants,105,74,29.52,31,12,41,Male,Nebraska,3.0,3,Weekly,82680,85,High,Festival Day
2024-08-16,Normal Days,Accessories,Belt,86,46,46.51,40,7,29,Male,Michigan,4.8,39,Monthly,40309,26,Low,Non-Festival Day
2024-09-26,Normal Days,Clothing,Jeans,55,22,60.0,33,6,68,Male,North Carolina,4.0,7,Fortnightly,26970,28,Low,Non-Festival Day
2024-11-11,Normal Days,Clothing,Shirt,67,25,62.69,42,11,36,Male,Minnesota,4.9,11,Fortnightly,92474,13,Low,Non-Festival Day
2024-10-12,Normal Days,Accessories,Belt,117,80,31.62,37,6,55,Male,Maryland,4.9,47,Weekly,106704,9,Low,Non-Festival Day
2024-10-17,Normal Days,Clothing,Jeans,117,76,35.04,41,11,28,Male,Hawaii,3.3,28,Fortnightly,66540,21,Low,Non-Festival Day
2024-07-31,Back to School Sales,Clothing,Jeans,61,30,50.82,31,17,39,Male,Oregon,4.4,17,Every 3 Months,40384,78,High,Festival Day
2024-06-13,Normal Days,Clothing,Sweater,116,79,31.9,37,4,54,Male,New Mexico,3.5,11,Bi-Weekly,38017,6,Low,Non-Festival Day
2024-01-05,Normal Days,Footwear,Sneakers,30,22,26.67,8,3,40,Male,Illinois,4.2,12,Annually,95880,6,Low,Non-Festival Day
2024-12-04,Normal Days,Clothing,Socks,62,36,41.94,26,7,31,Male,Utah,4.2,7,Fortnightly,125570,25,Low,Non-Festival Day
2024-03-18,Normal Days,Clothing,Socks,83,77,7.23,6,6,30,Male,Maine,2.7,19,Fortnightly,28702,27,Low,Non-Festival Day
2024-03-02,Normal Days,Accessories,Sunglasses,47,33,29.79,14,6,45,Male,Virginia,2.8,24,Quarterly,20384,11,Low,Non-Festival Day
2024-05-11,Normal Days,Footwear,Sneakers,73,64,12.33,9,8,48,Male,Florida,3.8,19,Monthly,20404,8,Low,Non-Festival Day
2024-03-29,Easter Sales,Clothing,Socks,67,53,20.9,14,8,45,Male,Ohio,2.6,39,Annually,60943,42,High,Festival Day
2024-08-24,Normal Days,Footwear,Shoes,73,36,50.68,37,9,60,Male,Virginia,3.0,1,Fortnightly,67926,24,Low,Non-Festival Day
2024-02-11,Normal Days,Clothing,Blouse,112,70,37.5,42,6,59,Male,Kansas,3.3,10,Bi-Weekly,49189,15,Low,Non-Festival Day
2024-03-29,Easter Sales,Clothing,Shorts,113,96,15.04,17,15,18,Male,Arkansas,4.9,48,Quarterly,32763,60,High,Festival Day
2024-10-22,Normal Days,Outerwear,Jacket,62,27,56.45,35,8,70,Male,Massachusetts,3.3,24,Annually,38384,7,Low,Non-Festival Day
2024-11-23,Normal Days,Clothing,Sweater,104,64,38.46,40,9,20,Male,Idaho,2.9,42,Fortnightly,80100,6,Low,Non-Festival Day
2024-10-21,Normal Days,Outerwear,Jacket,72,23,68.06,49,7,65,Male,Wisconsin,4.4,20,Weekly,118142,20,Low,Non-Festival Day
2024-04-13,Normal Days,Accessories,Scarf,61,33,45.9,28,9,29,Male,New Mexico,3.1,49,Every 3 Months,29860,7,Low,Non-Festival Day
2024-01-14,Normal Days,Outerwear,Jacket,53,34,35.85,19,3,22,Male,North Carolina,2.5,25,Monthly,124293,28,Low,Non-Festival Day
2024-10-14,Normal Days,Clothing,Sweater,68,35,48.53,33,4,27,Male,Iowa,2.6,21,Every 3 Months,100642,19,Low,Non-Festival Day
2024-06-27,Normal Days,Outerwear,Coat,74,62,16.22,12,4,36,Male,Idaho,4.4,12,Every 3 Months,70612,21,Low,Non-Festival Day
2024-05-04,Normal Days,Footwear,Boots,84,75,10.71,9,4,59,Male,Ohio,2.6,21,Every 3 Months,43574,20,Low,Non-Festival Day
2024-12-18,Normal Days,Clothing,Hoodie,62,29,53.23,33,6,62,Male,Alabama,3.3,35,Monthly,43524,24,Low,Non-Festival Day
2024-01-23,Normal Days,Accessories,Hat,36,28,22.22,8,2,34,Male,Wyoming,3.5,42,Every 3 Months,89172,11,Low,Non-Festival Day
2024-03-03,Normal Days,Clothing,T-shirt,36,20,44.44,16,6,59,Male,Alabama,4.1,3,Every 3 Months,30916,20,Low,Non-Festival Day
2024-05-22,Normal Days,Outerwear,Coat,145,96,33.79,49,7,49,Male,Mississippi,4.0,11,Bi-Weekly,24809,9,Low,Non-Festival Day
2024-06-01,Normal Days,Clothing,Dress,49,43,12.24,6,3,18,Male,Pennsylvania,2.7,22,Quarterly,52201,6,Low,Non-Festival Day
2024-05-24,Normal Days,Clothing,Shirt,125,94,24.8,31,10,55,Male,Wyoming,2.5,47,Weekly,73330,5,Low,Non-Festival Day
2024-08-12,Back to School Sales,Clothing,Skirt,116,81,30.17,35,11,38,Male,Maryland,4.3,33,Every 3 Months,33456,83,High,Festival Day
2024-11-04,Normal Days,Accessories,Jewelry,115,75,34.78,40,11,50,Male,North Carolina,3.3,50,Weekly,133748,17,Low,Non-Festival Day
2024-04-13,Normal Days,Accessories,Hat,121,81,33.06,40,8,61,Male,Pennsylvania,2.6,46,Monthly,76397,20,Low,Non-Festival Day
2024-04-13,Normal Days,Clothing,Shorts,122,92,24.59,30,6,48,Male,Idaho,3.5,34,Fortnightly,141288,9,Low,Non-Festival Day
2024-02-08,Normal Days,Accessories,Scarf,143,96,32.87,47,5,22,Male,California,4.0,33,Monthly,58765,7,Low,Non-Festival Day
2024-07-16,Back to School Sales,Accessories,Jewelry,102,71,30.39,31,13,48,Male,Tennessee,2.6,45,Fortnightly,54816,88,High,Festival Day
2024-05-13,Normal Days,Accessories,Sunglasses,59,50,15.25,9,4,57,Male,Missouri,4.9,32,Bi-Weekly,65106,19,Low,Non-Festival Day
2024-03-07,Normal Days,Outerwear,Coat,96,72,25.0,24,8,33,Male,North Dakota,2.9,47,Bi-Weekly,73932,20,Low,Non-Festival Day
2024-06-27,Normal Days,Outerwear,Jacket,43,28,34.88,15,5,58,Male,West Virginia,3.7,5,Quarterly,37100,15,Low,Non-Festival Day
2024-02-11,Normal Days,Clothing,Sweater,73,59,19.18,14,3,37,Male,Arizona,4.4,49,Fortnightly,77091,29,Low,Non-Festival Day
2024-01-15,Normal Days,Outerwear,Coat,77,33,57.14,44,10,18,Male,Oklahoma,4.4,48,Monthly,41949,23,Low,Non-Festival Day
2024-04-20,Normal Days,Accessories,Scarf,101,59,41.58,42,11,65,Male,Pennsylvania,3.8,22,Every 3 Months,90080,22,Low,Non-Festival Day
2024-06-05,Normal Days,Accessories,Belt,40,30,25.0,10,6,62,Male,Idaho,4.5,45,Annually,57744,25,Low,Non-Festival Day
2024-10-15,Normal Days,Accessories,Hat,97,85,12.37,12,4,54,Male,South Carolina,2.6,30,Quarterly,65543,13,Low,Non-Festival Day
2024-08-18,Normal Days,Accessories,Backpack,124,97,21.77,27,6,35,Male,Washington,3.3,43,Weekly,128319,12,Low,Non-Festival Day
2024-06-05,Normal Days,Clothing,T-shirt,66,36,45.45,30,7,34,Male,Arkansas,4.1,48,Quarterly,112193,26,Low,Non-Festival Day
2024-02-07,Normal Days,Accessories,Jewelry,132,85,35.61,47,10,25,Male,Utah,3.0,23,Fortnightly,56187,23,Low,Non-Festival Day
2024-04-06,Normal Days,Accessories,Sunglasses,78,62,20.51,16,3,53,Male,Alaska,3.0,27,Bi-Weekly,132734,26,Low,Non-Festival Day
2024-10-15,Normal Days,Clothing,Jeans,101,71,29.7,30,4,45,Male,West Virginia,3.4,7,Monthly,27239,9,Low,Non-Festival Day
2024-09-10,Normal Days,Clothing,Pants,38,21,44.74,17,5,49,Male,Louisiana,2.7,2,Weekly,144454,21,Low,Non-Festival Day
2024-07-14,Normal Days,Accessories,Backpack,105,61,41.9,44,8,40,Male,Arizona,3.8,33,Bi-Weekly,34489,9,Low,Non-Festival Day
2024-03-26,Normal Days,Accessories,Scarf,80,58,27.5,22,4,38,Male,Connecticut,4.2,27,Fortnightly,134937,18,Low,Non-Festival Day
2024-11-17,Normal Days,Clothing,Sweater,109,80,26.61,29,8,44,Male,North Carolina,4.7,6,Fortnightly,78017,11,Low,Non-Festival Day
2024-01-10,Normal Days,Accessories,Jewelry,87,50,42.53,37,7,68,Male,South Dakota,4.1,20,Quarterly,81877,13,Low,Non-Festival Day
2024-01-05,Normal Days,Footwear,Sneakers,92,48,47.83,44,6,60,Male,Delaware,4.2,46,Every 3 Months,63125,21,Low,Non-Festival Day
2024-05-02,Normal Days,Accessories,Jewelry,87,40,54.02,47,5,25,Male,Connecticut,4.8,25,Quarterly,69922,7,Low,Non-Festival Day
2024-11-25,Normal Days,Outerwear,Coat,50,34,32.0,16,2,19,Male,Tennessee,3.0,30,Quarterly,114074,12,Low,Non-Festival Day
2024-12-18,Normal Days,Outerwear,Coat,94,46,51.06,48,8,57,Male,New Hampshire,2.6,48,Annually,52049,26,Low,Non-Festival Day
2024-04-27,Normal Days,Accessories,Sunglasses,67,27,59.7,40,11,58,Male,Vermont,3.2,47,Weekly,57131,17,Low,Non-Festival Day
2024-10-20,Normal Days,Accessories,Handbag,106,98,7.55,8,5,49,Male,Idaho,3.6,27,Weekly,62944,20,Low,Non-Festival Day
2024-06-07,Normal Days,Clothing,Sweater,82,73,10.98,9,7,19,Male,North Carolina,2.6,45,Fortnightly,135765,25,Low,Non-Festival Day
2024-10-29,Normal Days,Clothing,Pants,69,28,59.42,41,7,50,Male,Nevada,4.4,2,Weekly,93963,14,Low,Non-Festival Day
2024-08-15,Back to School Sales,Accessories,Gloves,88,76,13.64,12,8,30,Male,Delaware,3.0,39,Fortnightly,126884,47,High,Festival Day
2024-12-30,Year-End Clearance,Clothing,Sweater,129,83,35.66,46,18,52,Male,Texas,2.9,24,Fortnightly,145917,64,High,Festival Day
2024-08-03,Back to School Sales,Clothing,Hoodie,55,23,58.18,32,17,35,Male,Tennessee,4.3,8,Bi-Weekly,44285,73,High,Festival Day
2024-07-02,Normal Days,Accessories,Hat,63,28,55.56,35,9,35,Male,Delaware,3.1,8,Quarterly,57626,20,Low,Non-Festival Day
2024-01-15,Normal Days,Clothing,T-shirt,96,83,13.54,13,4,33,Male,Massachusetts,3.0,6,Every 3 Months,62808,22,Low,Non-Festival Day
2024-06-05,Normal Days,Clothing,Skirt,129,96,25.58,33,7,52,Male,Minnesota,3.6,12,Fortnightly,108464,21,Low,Non-Festival Day
2024-05-15,Normal Days,Footwear,Sneakers,80,62,22.5,18,3,69,Male,Texas,2.8,26,Weekly,73871,11,Low,Non-Festival Day
2024-09-17,Normal Days,Clothing,Shorts,69,25,63.77,44,6,27,Male,Nebraska,2.8,50,Fortnightly,39198,23,Low,Non-Festival Day
2024-06-05,Normal Days,Clothing,Hoodie,142,97,31.69,45,6,66,Male,Oklahoma,4.9,2,Weekly,39758,27,Low,Non-Festival Day
2024-02-16,Normal Days,Clothing,Hoodie,87,61,29.89,26,3,28,Male,Texas,3.0,31,Bi-Weekly,35254,27,Low,Non-Festival Day
2024-11-19,Normal Days,Footwear,Shoes,81,66,18.52,15,8,22,Male,New York,4.1,4,Bi-Weekly,64238,12,Low,Non-Festival Day
2024-11-27,Normal Days,Clothing,Hoodie,94,67,28.72,27,6,69,Male,Washington,4.6,32,Quarterly,21252,21,Low,Non-Festival Day
2024-06-21,Normal Days,Accessories,Sunglasses,85,80,5.88,5,3,28,Male,Maryland,4.8,11,Bi-Weekly,59764,25,Low,Non-Festival Day
2024-05-09,Normal Days,Clothing,Skirt,66,25,62.12,41,8,55,Male,New Hampshire,2.6,47,Every 3 Months,97709,29,Low,Non-Festival Day
2024-04-04,Normal Days,Accessories,Hat,83,58,30.12,25,8,30,Male,New York,4.0,37,Weekly,57441,11,Low,Non-Festival Day
2024-04-24,Normal Days,Accessories,Backpack,126,96,23.81,30,7,67,Male,Hawaii,4.2,39,Fortnightly,112234,5,Low,Non-Festival Day
2024-08-30,Labor Day Weekend Sale,Accessories,Sunglasses,117,77,34.19,40,15,25,Male,California,4.5,24,Monthly,73682,69,High,Festival Day
2024-10-18,Normal Days,Accessories,Belt,92,65,29.35,27,3,49,Male,Indiana,4.9,11,Every 3 Months,79494,23,Low,Non-Festival Day
2024-10-08,Normal Days,Accessories,Jewelry,41,36,12.2,5,8,34,Male,Louisiana,3.1,36,Weekly,101317,24,Low,Non-Festival Day
2024-10-25,Normal Days,Footwear,Sneakers,128,84,34.38,44,8,22,Male,Pennsylvania,4.0,40,Monthly,85215,24,Low,Non-Festival Day
2024-10-09,Normal Days,Clothing,T-shirt,77,58,24.68,19,9,63,Male,Florida,3.2,25,Quarterly,98587,14,Low,Non-Festival Day
2024-03-09,Normal Days,Accessories,Handbag,87,62,28.74,25,9,70,Male,North Carolina,4.3,12,Annually,125185,16,Low,Non-Festival Day
2024-05-27,Normal Days,Accessories,Hat,80,67,16.25,13,7,36,Male,Massachusetts,2.5,38,Monthly,26949,28,Low,Non-Festival Day
2024-01-11,Normal Days,Clothing,Sweater,33,20,39.39,13,6,42,Male,Iowa,4.9,40,Quarterly,127825,5,Low,Non-Festival Day
2024-09-10,Normal Days,Footwear,Sandals,104,90,13.46,14,2,27,Male,North Dakota,2.7,10,Weekly,75393,28,Low,Non-Festival Day
2024-11-25,Normal Days,Accessories,Scarf,88,58,34.09,30,10,23,Male,Iowa,3.4,47,Fortnightly,93553,29,Low,Non-Festival Day
2024-12-25,Normal Days,Clothing,Shirt,98,53,45.92,45,6,50,Male,Delaware,4.8,22,Monthly,26941,29,Low,Non-Festival Day
2024-02-07,Normal Days,Accessories,Gloves,69,30,56.52,39,7,56,Male,New York,4.7,35,Monthly,45934,25,Low,Non-Festival Day
2024-05-13,Normal Days,Clothing,Hoodie,94,65,30.85,29,5,37,Male,New Hampshire,4.7,46,Fortnightly,43386,8,Low,Non-Festival Day
2024-07-18,Back to School Sales,Accessories,Jewelry,71,41,42.25,30,11,67,Male,Kentucky,3.9,30,Bi-Weekly,145362,33,High,Festival Day
2024-01-23,Normal Days,Clothing,Shirt,88,73,17.05,15,7,67,Male,Illinois,3.7,20,Monthly,81886,13,Low,Non-Festival Day
2024-10-29,Normal Days,Clothing,Hoodie,140,98,30.0,42,6,50,Male,North Carolina,4.3,25,Fortnightly,95745,19,Low,Non-Festival Day
2024-12-11,Normal Days,Footwear,Shoes,42,36,14.29,6,2,36,Male,Connecticut,4.1,29,Weekly,103251,28,Low,Non-Festival Day
2024-10-28,Normal Days,Clothing,T-shirt,92,81,11.96,11,3,62,Male,Wisconsin,4.6,2,Every 3 Months,114456,19,Low,Non-Festival Day
2024-12-28,Year-End Clearance,Clothing,Skirt,112,90,19.64,22,13,65,Male,Massachusetts,3.6,32,Quarterly,73413,55,High,Festival Day
2024-08-05,Back to School Sales,Accessories,Handbag,114,83,27.19,31,9,23,Male,Illinois,4.8,37,Monthly,76800,57,High,Festival Day
2024-05-20,Normal Days,Clothing,Shirt,129,91,29.46,38,6,46,Male,New Mexico,2.8,16,Every 3 Months,117239,11,Low,Non-Festival Day
2024-04-13,Normal Days,Clothing,Pants,67,36,46.27,31,6,18,Male,Iowa,4.7,32,Fortnightly,62318,16,Low,Non-Festival Day
2024-07-28,Back to School Sales,Outerwear,Coat,74,53,28.38,21,13,58,Male,Alabama,3.9,42,Bi-Weekly,139803,64,High,Festival Day
2024-04-20,Normal Days,Clothing,Jeans,86,39,54.65,47,7,31,Male,Maryland,2.6,6,Every 3 Months,90173,24,Low,Non-Festival Day
2024-04-13,Normal Days,Accessories,Gloves,81,33,59.26,48,6,39,Male,Ohio,4.7,23,Fortnightly,90390,13,Low,Non-Festival Day
2024-11-11,Normal Days,Clothing,T-shirt,104,76,26.92,28,6,69,Male,Ohio,3.5,27,Bi-Weekly,72329,18,Low,Non-Festival Day
2024-06-19,Normal Days,Footwear,Boots,52,23,55.77,29,4,68,Male,Nevada,4.4,43,Quarterly,142418,17,Low,Non-Festival Day
2024-12-21,Christmas Sales,Clothing,Jeans,65,54,16.92,11,8,41,Male,South Carolina,4.4,25,Fortnightly,63088,85,High,Festival Day
2024-11-19,Normal Days,Footwear,Sneakers,99,89,10.1,10,4,31,Male,Nevada,3.0,30,Every 3 Months,136868,16,Low,Non-Festival Day
2024-05-12,Motherâ€™s Day,Footwear,Sneakers,66,38,42.42,28,9,48,Male,Wisconsin,4.2,7,Every 3 Months,123196,62,High,Festival Day
2024-10-19,Normal Days,Accessories,Hat,73,36,50.68,37,4,59,Male,Tennessee,4.3,17,Annually,59811,23,Low,Non-Festival Day
2024-11-23,Normal Days,Clothing,Pants,99,66,33.33,33,8,34,Male,Florida,2.6,10,Fortnightly,134825,20,Low,Non-Festival Day
2024-05-06,Normal Days,Accessories,Jewelry,89,42,52.81,47,8,21,Male,Georgia,3.3,40,Annually,75479,16,Low,Non-Festival Day
2024-04-15,Normal Days,Accessories,Jewelry,62,36,41.94,26,4,29,Male,Kentucky,2.7,50,Bi-Weekly,105392,14,Low,Non-Festival Day
2024-04-01,Normal Days,Clothing,Blouse,116,86,25.86,30,10,41,Male,Ohio,4.2,24,Weekly,107369,6,Low,Non-Festival Day
2024-10-13,Normal Days,Accessories,Handbag,81,49,39.51,32,5,62,Male,Connecticut,4.0,8,Every 3 Months,137520,22,Low,Non-Festival Day
2024-02-20,Normal Days,Clothing,Shirt,66,41,37.88,25,9,27,Male,Idaho,4.0,6,Quarterly,39963,17,Low,Non-Festival Day
2024-01-29,Normal Days,Clothing,Dress,93,82,11.83,11,8,49,Male,Georgia,2.9,44,Bi-Weekly,75123,28,Low,Non-Festival Day
2024-10-22,Normal Days,Clothing,T-shirt,74,53,28.38,21,4,67,Male,Tennessee,2.6,47,Quarterly,145911,10,Low,Non-Festival Day
